CustomerID,Age,Gender,Location,Tenure,ContractType,CustomerSince,MonthlyUsageHours,NumTransactions,LoginsPerMonth,CallMinutes,DataUsageGB,MonthlyCharges,TotalCharges,Revenue,DiscountsReceived,SupportCallsCount,ComplaintsCount,SatisfactionScore,ServiceOutagesReported,CLV,Churn,ContractRisk,SupportContactRate,Complaint_Severity_Index,RevenuePerMonth,Tenure_to_Monthly_Ratio,EngagementScore,CLV_to_Monthly_Ratio,Churn_Probability,Risk_Tier,Value_Tier,Risk_Value_Segment,Annual_Customer_Value,Recommended_Action,Intervention_Cost,Expected_Benefit,Expected_Net_Gain
CUST-3483,38,Male,Urban,67,Month-to-Month,2021-02-03,111.0,7,19,134.1,38.0,67.01,4616.57,4616.57,31.06,5,0,2,0,643.3,0,1,0.0735,0,68.9,0.9999,1.98,9.6,0.5011,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,804.12,Free Service & Speed Upgrade,65.0,209.53,144.53
CUST-3484,32,Male,Urban,1,Month-to-Month,2026-08-02,96.7,8,16,675.6,77.9,129.13,131.13,131.13,0.22,3,3,1,0,433.88,1,1,1.5,15,131.13,0.0077,3.71,3.36,0.9118,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,1549.56,Free Service & Speed Upgrade,65.0,231.43,166.43
CUST-3485,18,Female,Urban,38,Month-to-Month,2023-07-04,83.5,8,16,551.6,11.4,74.51,2850.2,2850.2,31.68,5,1,2,0,643.77,1,1,0.1282,4,75.01,0.51,2.13,8.64,0.9032,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,894.12,Dedicated VIP Account Concierge,150.0,429.11,279.11
CUST-3486,29,Female,Urban,27,Month-to-Month,2024-06-03,127.3,7,19,502.3,90.7,102.42,2884.25,2884.25,23.56,0,1,3,0,1327.36,1,1,0.0,3,106.82,0.2636,3.77,12.96,0.5392,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1229.04,Dedicated VIP Account Concierge,150.0,586.88,436.88
CUST-3487,24,Female,Urban,7,Month-to-Month,2026-02-01,63.7,10,17,211.5,199.3,70.19,497.56,497.56,34.38,1,1,3,0,909.66,1,1,0.125,3,71.08,0.0997,5.26,12.96,0.8616,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,842.28,Dedicated VIP Account Concierge,150.0,578.42,428.42
CUST-3488,32,Male,Urban,56,Month-to-Month,2022-01-03,79.9,3,12,436.3,30.4,127.36,6809.56,6809.56,67.45,1,0,4,1,2445.31,1,1,0.0175,0,121.6,0.4397,2.08,19.2,0.3713,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1528.32,Dedicated VIP Account Concierge,150.0,744.51,594.51
CUST-3489,38,Male,Rural,16,Month-to-Month,2025-05-03,103.8,6,8,576.8,2.0,80.84,1289.39,1289.39,61.76,2,0,4,0,1552.13,0,1,0.1176,0,80.59,0.1979,1.59,19.2,0.2814,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,970.08,Free Service & Speed Upgrade,65.0,283.9,218.9
CUST-3490,36,Male,Rural,12,Month-to-Month,2025-09-02,94.5,3,16,195.7,42.1,104.97,1223.73,1223.73,57.6,1,0,4,1,2015.42,0,1,0.0769,0,101.98,0.1143,2.03,19.2,0.5315,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1259.64,Dedicated VIP Account Concierge,150.0,878.38,728.38
CUST-3491,46,Male,Urban,58,Two-Year,2021-11-03,101.8,2,20,615.1,151.3,124.66,7317.98,7317.98,18.56,2,1,2,1,1077.06,0,0,0.0339,4,126.17,0.4653,5.26,8.64,0.1245,Low Risk,Silver CLV,Low Risk | Silver CLV,1495.92,15% Discount Voucher (3 Months),35.0,60.34,25.34
CUST-3492,42,Female,Urban,34,Month-to-Month,2023-11-03,101.0,8,19,524.5,71.1,67.2,2213.44,2213.44,17.3,4,0,3,0,967.68,1,1,0.1143,0,65.1,0.506,3.42,14.4,0.5846,Medium Risk,Silver CLV,Medium Risk | Silver CLV,806.4,Dedicated VIP Account Concierge,150.0,463.88,313.88
CUST-3493,50,Female,Urban,72,Month-to-Month,2020-09-04,100.7,3,17,670.6,79.0,128.27,9369.34,9369.34,8.11,2,0,5,2,3078.48,1,1,0.0274,0,130.13,0.5613,3.77,24.0,0.27,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1539.24,Dedicated VIP Account Concierge,150.0,681.58,531.58
CUST-3494,66,Female,Urban,33,Two-Year,2023-12-03,74.1,5,19,593.5,102.2,136.13,4664.49,4664.49,1.13,1,1,4,0,2352.33,0,0,0.0294,2,141.35,0.2424,4.18,17.28,0.0874,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1633.56,Free Service & Speed Upgrade,65.0,133.64,68.64
CUST-3495,49,Female,Suburban,45,Month-to-Month,2022-12-03,64.1,10,19,52.0,155.2,107.6,4637.26,4637.26,24.62,2,0,4,1,2065.92,1,1,0.0435,0,103.05,0.4182,4.16,19.2,0.4919,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1291.2,Dedicated VIP Account Concierge,150.0,833.31,683.31
CUST-3496,66,Male,Urban,60,Month-to-Month,2021-09-03,89.1,4,24,269.6,8.7,130.08,7616.68,7616.68,128.71,0,0,4,0,2497.54,0,1,0.0,0,126.94,0.4613,1.91,19.2,0.2418,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1560.96,Dedicated VIP Account Concierge,150.0,495.2,345.2
CUST-3497,52,Female,Suburban,2,Month-to-Month,2026-07-03,130.3,4,15,572.6,58.0,52.2,106.21,106.21,48.83,2,0,4,0,1002.24,1,1,0.6667,0,53.1,0.0383,3.06,19.2,0.2621,Low Risk,Silver CLV,Low Risk | Silver CLV,626.4,Free Service & Speed Upgrade,65.0,170.75,105.75
CUST-3498,61,Male,Rural,50,Month-to-Month,2022-07-04,84.3,5,25,229.7,143.3,94.16,4807.44,4807.44,27.75,5,0,2,0,903.94,1,1,0.098,0,96.15,0.531,4.58,9.6,0.8291,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,1129.92,Dedicated VIP Account Concierge,150.0,553.1,403.1
CUST-3499,55,Male,Suburban,32,Month-to-Month,2024-01-03,103.0,5,12,310.0,97.2,44.68,1442.17,1442.17,12.39,1,2,3,0,514.71,0,1,0.0303,6,45.07,0.7162,3.16,11.52,0.4365,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,536.16,Free Service & Speed Upgrade,65.0,146.04,81.04
CUST-3500,43,Female,Urban,3,Month-to-Month,2026-06-02,88.4,9,21,420.6,18.6,73.63,212.92,212.92,4.55,2,1,2,1,636.16,1,1,0.5,4,70.97,0.0407,2.26,8.64,0.8718,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,883.56,Free Service & Speed Upgrade,65.0,324.44,259.44
CUST-3501,28,Male,Suburban,24,Month-to-Month,2024-09-02,146.0,5,18,359.7,135.0,159.9,3738.83,3738.83,10.72,1,0,4,0,3070.08,1,1,0.04,0,155.78,0.1501,4.32,19.2,0.4513,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1918.8,Dedicated VIP Account Concierge,150.0,1136.13,986.13
CUST-3502,52,Male,Urban,3,One-Year,2026-06-02,80.9,2,13,90.2,22.6,81.66,254.96,254.96,26.74,4,1,2,0,705.54,1,0,1.0,4,84.99,0.0367,1.28,8.64,0.8339,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,979.92,Dedicated VIP Account Concierge,150.0,434.2,284.2
CUST-3503,25,Male,Urban,44,One-Year,2023-01-03,103.1,3,16,530.0,34.4,78.37,3558.36,3558.36,34.24,2,1,3,0,1015.68,0,0,0.0444,3,80.87,0.5614,2.55,12.96,0.1166,Low Risk,Silver CLV,Low Risk | Silver CLV,940.44,15% Discount Voucher (3 Months),35.0,53.29,18.29
CUST-3504,63,Female,Urban,26,One-Year,2024-07-03,63.4,1,18,409.6,13.3,106.1,2882.74,2882.74,15.95,2,0,4,0,2037.12,0,0,0.0741,0,110.87,0.2451,1.99,19.2,0.1024,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1273.2,Free Service & Speed Upgrade,65.0,135.59,70.59
CUST-3505,31,Female,Urban,72,Month-to-Month,2020-09-04,51.4,9,22,493.7,140.7,51.7,3688.55,3688.55,3.88,2,1,3,1,670.03,0,1,0.0274,3,51.23,1.3926,4.9,12.96,0.1171,Low Risk,Bronze CLV,Low Risk | Bronze CLV,620.4,15% Discount Voucher (3 Months),35.0,35.31,0.31
CUST-3506,27,Male,Urban,7,Month-to-Month,2026-02-01,84.8,12,13,413.6,6.3,66.64,463.66,463.66,10.68,3,0,2,0,639.74,1,1,0.375,0,66.24,0.105,1.6,9.6,0.8895,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,799.68,Dedicated VIP Account Concierge,150.0,419.96,269.96
CUST-3507,19,Female,Urban,31,Two-Year,2024-02-02,120.4,3,13,40.7,333.7,136.36,4125.23,4125.23,10.4,1,0,4,0,2618.11,0,0,0.0312,0,133.07,0.2273,7.41,19.2,0.0926,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1636.32,Free Service & Speed Upgrade,65.0,157.58,92.58
CUST-3508,63,Male,Suburban,8,Month-to-Month,2026-01-01,104.0,3,14,333.3,25.9,84.55,678.06,678.06,26.81,0,1,4,0,1461.02,1,1,0.0,2,84.76,0.0946,1.88,17.28,0.383,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1014.6,Dedicated VIP Account Concierge,150.0,458.85,308.85
CUST-3509,26,Male,Suburban,32,Two-Year,2024-01-03,22.4,7,19,284.5,80.6,110.98,3668.5,3668.5,3.82,1,1,3,0,1438.3,1,0,0.0303,3,114.64,0.2883,3.13,12.96,0.1611,Low Risk,Silver CLV,Low Risk | Silver CLV,1331.76,Free Service & Speed Upgrade,65.0,150.61,85.61
CUST-3510,20,Female,Urban,43,Month-to-Month,2023-02-02,107.0,12,14,455.4,9.0,42.32,1773.84,1773.84,11.9,4,2,2,0,325.02,1,1,0.0909,8,41.25,1.0161,1.79,7.68,0.8863,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,507.84,Free Service & Speed Upgrade,65.0,168.52,103.52
CUST-3511,38,Female,Urban,43,Two-Year,2023-02-02,39.1,3,20,569.3,43.5,77.82,3226.01,3226.01,14.73,1,1,4,0,1344.73,0,0,0.0227,2,75.02,0.5526,3.01,17.28,0.0817,Low Risk,Silver CLV,Low Risk | Silver CLV,933.84,15% Discount Voucher (3 Months),35.0,49.44,14.44
CUST-3512,43,Female,Suburban,56,Month-to-Month,2022-01-03,110.2,7,20,379.3,2.7,98.26,5640.42,5640.42,26.22,2,0,4,1,1886.59,1,1,0.0351,0,100.72,0.5699,1.81,19.2,0.3545,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1179.12,Dedicated VIP Account Concierge,150.0,548.41,398.41
CUST-3513,25,Male,Urban,64,Month-to-Month,2021-05-05,101.3,3,11,563.3,137.0,80.23,5234.02,5234.02,12.42,0,1,3,1,1039.78,0,1,0.0,3,81.78,0.7977,4.42,12.96,0.1682,Low Risk,Silver CLV,Low Risk | Silver CLV,962.76,Free Service & Speed Upgrade,65.0,113.68,48.68
CUST-3514,65,Female,Rural,3,One-Year,2026-06-02,80.5,10,12,697.3,38.4,101.25,313.75,313.75,5.68,2,0,4,1,1944.0,1,0,0.5,0,104.58,0.0296,2.76,19.2,0.4957,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1215.0,Dedicated VIP Account Concierge,150.0,790.19,640.19
CUST-3515,19,Female,Suburban,14,One-Year,2025-07-03,106.8,3,15,555.6,88.3,148.44,2130.43,2130.43,0.9,2,0,4,1,2850.05,0,0,0.1333,0,152.17,0.0943,3.63,19.2,0.2307,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1781.28,Dedicated VIP Account Concierge,150.0,539.16,389.16
CUST-3516,23,Female,Urban,39,Month-to-Month,2023-06-04,77.1,7,14,786.9,146.2,153.92,5954.43,5954.43,6.65,2,0,3,0,2216.45,0,1,0.05,0,152.68,0.2534,5.2,14.4,0.4994,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1847.04,Dedicated VIP Account Concierge,150.0,907.65,757.65
CUST-3517,45,Male,Urban,23,Two-Year,2024-10-02,89.5,3,14,238.2,4.6,109.13,2423.85,2423.85,60.95,0,2,3,0,1257.18,1,0,0.0,6,105.38,0.2108,1.27,11.52,0.357,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1309.56,Free Service & Speed Upgrade,65.0,291.73,226.73
CUST-3518,70,Female,Urban,7,Month-to-Month,2026-02-01,41.9,6,28,642.2,46.6,52.41,374.74,374.74,15.09,3,2,1,0,201.25,1,1,0.375,10,53.53,0.1336,3.62,3.84,0.9049,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,628.92,Free Service & Speed Upgrade,65.0,106.54,41.54
CUST-3519,46,Female,Urban,27,Month-to-Month,2024-06-03,77.3,3,19,363.8,13.7,117.24,3285.26,3285.26,27.1,2,0,3,1,1688.26,1,1,0.0714,0,121.68,0.2303,1.95,14.4,0.8181,Critical Risk,Gold/Platinum CLV,Critical Risk | Gold/Platinum CLV,1406.88,Dedicated VIP Account Concierge,150.0,1019.3,869.3
CUST-3520,43,Male,Urban,18,One-Year,2025-03-03,112.7,10,18,506.8,4.6,77.07,1339.1,1339.1,23.57,3,0,3,0,1109.81,0,0,0.1579,0,74.39,0.2336,2.01,14.4,0.3855,Medium Risk,Silver CLV,Medium Risk | Silver CLV,924.84,Free Service & Speed Upgrade,65.0,278.09,213.09
CUST-3521,42,Male,Suburban,17,One-Year,2025-04-03,45.1,6,27,177.4,63.2,143.94,2451.55,2451.55,11.32,3,1,2,0,1243.64,1,0,0.1667,4,144.21,0.1181,2.97,8.64,0.8276,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1727.28,Dedicated VIP Account Concierge,150.0,759.58,609.58
CUST-3522,29,Male,Urban,55,Two-Year,2022-02-02,109.6,4,14,794.2,7.9,96.49,5216.13,5216.13,64.91,2,4,1,1,277.89,1,0,0.0357,20,94.84,0.57,2.45,2.88,0.6293,High Risk,Bronze CLV,High Risk | Bronze CLV,1157.88,Free Service & Speed Upgrade,65.0,107.99,42.99
CUST-3523,22,Female,Urban,18,Month-to-Month,2025-03-03,24.4,5,20,320.6,44.0,56.63,1021.32,1021.32,97.68,2,3,2,3,380.55,1,1,0.1053,12,56.74,0.3179,2.52,6.72,0.9105,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,679.56,Free Service & Speed Upgrade,65.0,202.7,137.7
CUST-3524,51,Female,Suburban,1,Month-to-Month,2026-08-02,49.3,10,23,601.7,14.3,63.07,60.11,60.11,8.36,1,2,2,1,484.38,1,1,0.5,8,60.11,0.0159,2.64,7.68,0.8768,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,756.84,Free Service & Speed Upgrade,65.0,248.45,183.45
CUST-3525,65,Female,Urban,2,One-Year,2026-07-03,75.6,5,18,774.8,14.3,63.84,125.81,125.81,57.66,2,0,3,0,919.3,1,0,0.6667,0,62.9,0.0313,2.74,14.4,0.2141,Low Risk,Bronze CLV,Low Risk | Bronze CLV,766.08,Free Service & Speed Upgrade,65.0,127.93,62.93
CUST-3526,54,Female,Urban,64,Month-to-Month,2021-05-05,89.6,7,15,442.8,48.1,63.99,4088.9,4088.9,49.34,3,0,2,0,614.3,1,1,0.0462,0,63.89,1.0002,2.6,9.6,0.3804,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,767.88,Free Service & Speed Upgrade,65.0,151.89,86.89
CUST-3527,32,Female,Urban,72,Month-to-Month,2020-09-04,67.8,8,18,677.5,52.7,121.66,8453.7,8453.7,63.76,0,1,5,1,2627.86,0,1,0.0,1,117.41,0.5918,3.31,21.6,0.1584,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1459.92,Free Service & Speed Upgrade,65.0,270.56,205.56
CUST-3528,61,Male,Urban,39,Month-to-Month,2023-06-04,67.0,8,20,225.8,2.0,64.03,2474.07,2474.07,18.4,1,1,3,0,829.83,0,1,0.025,3,63.44,0.6091,1.49,12.96,0.2545,Low Risk,Bronze CLV,Low Risk | Bronze CLV,768.36,Free Service & Speed Upgrade,65.0,137.27,72.27
CUST-3529,53,Male,Suburban,15,Month-to-Month,2025-06-02,118.2,4,15,610.4,45.2,54.27,787.68,787.68,40.57,1,1,3,0,703.34,0,1,0.0625,3,52.51,0.2764,2.87,12.96,0.5518,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,651.24,Free Service & Speed Upgrade,65.0,252.27,187.27
CUST-3530,32,Female,Urban,72,Month-to-Month,2020-09-04,120.7,6,16,476.8,72.0,104.35,7299.57,7299.57,7.38,1,0,3,0,1502.64,0,1,0.0137,0,101.38,0.69,3.19,14.4,0.2147,Low Risk,Silver CLV,Low Risk | Silver CLV,1252.2,Free Service & Speed Upgrade,65.0,209.7,144.7
CUST-3531,60,Male,Suburban,36,Month-to-Month,2023-09-03,72.3,9,19,410.8,73.8,89.51,3376.28,3376.28,120.6,2,1,3,0,1160.05,0,1,0.0541,3,93.79,0.4022,3.25,12.96,0.6222,High Risk,Silver CLV,High Risk | Silver CLV,1074.12,Dedicated VIP Account Concierge,150.0,562.27,412.27
CUST-3532,65,Male,Urban,62,One-Year,2021-07-05,73.2,8,25,336.3,123.3,46.04,2883.54,2883.54,44.89,2,1,2,0,397.79,0,0,0.0317,4,46.51,1.3467,4.39,8.64,0.1186,Low Risk,Bronze CLV,Low Risk | Bronze CLV,552.48,No Intervention,0.0,0.0,0.0
CUST-3533,40,Female,Urban,48,One-Year,2022-09-03,76.4,9,14,192.6,146.7,79.1,3754.81,3754.81,2.79,1,2,3,0,911.23,0,0,0.0204,6,78.23,0.6068,4.02,11.52,0.1287,Low Risk,Bronze CLV,Low Risk | Bronze CLV,949.2,15% Discount Voucher (3 Months),35.0,52.77,17.77
CUST-3534,23,Male,Urban,16,Month-to-Month,2025-05-03,151.5,6,21,474.7,63.4,38.9,623.72,623.72,73.63,4,2,3,0,448.13,1,1,0.2353,6,38.98,0.4113,3.27,11.52,0.8635,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,466.8,Free Service & Speed Upgrade,65.0,226.37,161.37
CUST-3535,63,Male,Suburban,22,Month-to-Month,2024-11-02,85.5,5,19,375.5,42.7,119.62,2600.87,2600.87,111.86,4,0,3,0,1722.53,1,1,0.1739,0,118.22,0.1839,2.55,14.4,0.869,Critical Risk,Gold/Platinum CLV,Critical Risk | Gold/Platinum CLV,1435.44,Dedicated VIP Account Concierge,150.0,1104.7,954.7
CUST-3536,67,Male,Urban,7,Month-to-Month,2026-02-01,132.1,7,22,563.2,14.8,136.59,965.87,965.87,14.21,1,0,4,0,2622.53,1,1,0.125,0,137.98,0.0512,2.52,19.2,0.5956,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1639.08,Dedicated VIP Account Concierge,150.0,1280.82,1130.82
CUST-3537,61,Male,Urban,12,Month-to-Month,2025-09-02,107.0,5,16,502.8,8.8,83.84,955.82,955.82,27.09,2,1,3,0,1086.57,1,1,0.1538,3,79.65,0.1431,1.98,12.96,0.8584,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1006.08,Dedicated VIP Account Concierge,150.0,688.34,538.34
CUST-3538,60,Female,Suburban,50,One-Year,2022-07-04,81.9,7,27,509.0,61.1,98.35,4787.74,4787.74,168.66,1,0,3,2,1416.24,0,0,0.0196,0,95.75,0.5084,3.59,14.4,0.1266,Low Risk,Silver CLV,Low Risk | Silver CLV,1180.2,Free Service & Speed Upgrade,65.0,116.54,51.54
CUST-3539,62,Female,Urban,72,Two-Year,2020-09-04,65.6,7,15,562.4,190.4,150.75,11384.67,11384.67,20.98,4,0,2,0,1447.2,1,0,0.0548,0,158.12,0.4776,5.68,9.6,0.3656,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1809.0,Dedicated VIP Account Concierge,150.0,433.86,283.86
CUST-3540,38,Female,Urban,43,One-Year,2023-02-02,108.4,2,21,260.8,21.2,30.36,1254.87,1254.87,38.35,1,0,4,2,582.91,1,0,0.0227,0,29.18,1.4163,2.0,19.2,0.1453,Low Risk,Bronze CLV,Low Risk | Bronze CLV,364.32,15% Discount Voucher (3 Months),35.0,38.11,3.11
CUST-3541,40,Male,Suburban,21,One-Year,2024-12-02,61.4,7,24,181.6,6.8,44.69,898.97,898.97,21.08,0,1,4,0,772.24,0,0,0.0,2,42.81,0.4699,1.7,17.28,0.0924,Low Risk,Bronze CLV,Low Risk | Bronze CLV,536.28,No Intervention,0.0,0.0,0.0
CUST-3542,60,Female,Urban,3,Month-to-Month,2026-06-02,73.4,6,19,278.0,35.8,105.63,316.67,316.67,2.75,0,0,4,1,2028.1,1,1,0.0,0,105.56,0.0284,2.22,19.2,0.2832,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1267.56,Dedicated VIP Account Concierge,150.0,470.97,320.97
CUST-3543,33,Female,Suburban,2,Month-to-Month,2026-07-03,104.8,7,13,395.1,2.0,110.6,216.57,216.57,24.94,1,0,4,1,2123.52,0,1,0.3333,0,108.28,0.0181,1.48,19.2,0.4232,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1327.2,Dedicated VIP Account Concierge,150.0,736.91,586.91
CUST-3544,64,Female,Urban,16,Two-Year,2025-05-03,77.8,5,20,278.1,52.4,104.88,1683.75,1683.75,61.36,1,1,3,0,1359.24,0,0,0.0588,3,105.23,0.1526,2.6,12.96,0.1849,Low Risk,Silver CLV,Low Risk | Silver CLV,1258.56,Free Service & Speed Upgrade,65.0,163.36,98.36
CUST-3545,70,Male,Suburban,21,Two-Year,2024-12-02,73.2,7,12,225.9,3.3,133.51,2932.88,2932.88,1.48,2,0,4,0,2563.39,0,0,0.0909,0,139.66,0.1573,1.12,19.2,0.1105,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1602.12,Free Service & Speed Upgrade,65.0,184.12,119.12
CUST-3546,32,Female,Suburban,31,Month-to-Month,2024-02-02,75.8,3,23,175.3,173.8,96.19,2870.42,2870.42,20.36,2,0,4,2,1846.85,1,1,0.0625,0,92.59,0.3223,4.98,19.2,0.4147,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1154.28,Dedicated VIP Account Concierge,150.0,628.03,478.03
CUST-3547,42,Female,Urban,1,Month-to-Month,2026-08-02,64.4,4,20,420.0,132.6,108.72,108.07,108.07,60.46,2,1,2,1,939.34,1,1,1.0,4,108.07,0.0092,4.49,8.64,0.8844,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1304.64,Dedicated VIP Account Concierge,150.0,613.1,463.1
CUST-3548,53,Female,Suburban,72,One-Year,2020-09-04,98.5,1,27,404.4,7.9,136.18,10058.72,10058.72,15.26,0,3,3,0,1372.69,0,0,0.0,9,139.7,0.5287,2.32,10.08,0.1216,Low Risk,Silver CLV,Low Risk | Silver CLV,1634.16,Free Service & Speed Upgrade,65.0,108.5,43.5
CUST-3549,28,Female,Rural,15,Month-to-Month,2025-06-02,86.1,7,7,446.8,10.3,130.01,1883.99,1883.99,132.65,3,1,3,1,1684.93,1,1,0.1875,3,125.6,0.1154,1.45,12.96,0.9105,Critical Risk,Gold/Platinum CLV,Critical Risk | Gold/Platinum CLV,1560.12,Dedicated VIP Account Concierge,150.0,1132.19,982.19
CUST-3550,68,Male,Urban,62,One-Year,2021-07-05,44.3,4,9,591.1,199.4,58.45,3700.76,3700.76,16.91,3,1,3,2,757.51,0,0,0.0476,3,59.69,1.0607,5.62,12.96,0.1064,Low Risk,Bronze CLV,Low Risk | Bronze CLV,701.4,15% Discount Voucher (3 Months),35.0,36.27,1.27
CUST-3551,32,Female,Urban,26,One-Year,2024-07-03,70.4,4,26,450.3,109.2,81.87,2107.38,2107.38,53.5,4,0,3,1,1178.93,1,0,0.1481,0,81.05,0.3176,4.38,14.4,0.3009,Medium Risk,Silver CLV,Medium Risk | Silver CLV,982.44,Free Service & Speed Upgrade,65.0,230.58,165.58
CUST-3552,21,Male,Suburban,5,Month-to-Month,2026-04-02,74.0,11,18,545.7,185.1,137.75,697.07,697.07,9.86,2,2,2,2,1057.92,1,1,0.3333,8,139.41,0.0363,5.69,7.68,0.9148,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1653.0,Dedicated VIP Account Concierge,150.0,714.23,564.23
CUST-3553,38,Female,Suburban,53,Two-Year,2022-04-04,73.8,6,20,561.3,26.5,29.07,1544.66,1544.66,14.14,4,0,3,2,418.61,1,0,0.0741,0,29.14,1.8232,2.65,14.4,0.2032,Low Risk,Bronze CLV,Low Risk | Bronze CLV,348.84,15% Discount Voucher (3 Months),35.0,38.28,3.28
CUST-3554,30,Male,Urban,41,Two-Year,2023-04-04,103.0,8,17,229.6,7.6,125.39,5115.57,5115.57,44.68,1,1,3,1,1625.05,0,0,0.0238,3,124.77,0.327,1.46,12.96,0.1419,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1504.68,Free Service & Speed Upgrade,65.0,149.89,84.89
CUST-3555,39,Male,Rural,25,Two-Year,2024-08-02,63.9,3,15,814.7,62.1,92.06,2296.67,2296.67,2.06,2,0,3,0,1325.66,0,0,0.0769,0,91.87,0.2716,3.62,14.4,0.1148,Low Risk,Silver CLV,Low Risk | Silver CLV,1104.72,Free Service & Speed Upgrade,65.0,98.92,33.92
CUST-3556,36,Male,Urban,24,Month-to-Month,2024-09-02,166.1,9,13,297.5,221.2,68.13,1577.44,1577.44,3.45,4,0,3,1,981.07,0,1,0.16,0,65.73,0.3523,5.67,14.4,0.4295,Medium Risk,Silver CLV,Medium Risk | Silver CLV,817.56,Free Service & Speed Upgrade,65.0,273.89,208.89
CUST-3557,51,Female,Suburban,4,Month-to-Month,2026-05-03,126.6,5,18,430.1,9.0,77.24,306.93,306.93,10.86,3,0,3,1,1112.26,1,1,0.6,0,76.73,0.0518,1.94,14.4,0.8659,Critical Risk,Silver CLV,Critical Risk | Silver CLV,926.88,Dedicated VIP Account Concierge,150.0,710.77,560.77
CUST-3558,31,Male,Suburban,36,One-Year,2023-09-03,126.4,5,26,342.0,111.1,98.31,3628.73,3628.73,10.11,2,0,4,1,1887.55,0,0,0.0541,0,100.8,0.3662,4.21,19.2,0.0983,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1179.72,Free Service & Speed Upgrade,65.0,120.61,55.61
CUST-3559,21,Female,Rural,72,Month-to-Month,2020-09-04,54.0,6,19,427.9,29.0,71.54,5355.19,5355.19,2.39,2,0,3,0,1030.18,0,1,0.0274,0,74.38,1.0064,2.39,14.4,0.1157,Low Risk,Silver CLV,Low Risk | Silver CLV,858.48,15% Discount Voucher (3 Months),35.0,53.64,18.64
CUST-3560,65,Female,Urban,4,Month-to-Month,2026-05-03,24.1,4,24,677.0,8.0,78.44,317.73,317.73,124.99,4,0,4,0,1506.05,1,1,0.8,0,79.43,0.051,2.71,19.2,0.6676,High Risk,Silver CLV,High Risk | Silver CLV,941.28,Dedicated VIP Account Concierge,150.0,783.24,633.24
CUST-3561,70,Male,Suburban,11,Month-to-Month,2025-10-02,74.8,3,9,651.9,39.9,133.5,1516.56,1516.56,12.16,3,1,3,0,1730.16,1,1,0.25,3,137.87,0.0824,2.55,12.96,0.8902,Critical Risk,Gold/Platinum CLV,Critical Risk | Gold/Platinum CLV,1602.0,Dedicated VIP Account Concierge,150.0,1136.66,986.66
