CustomerID,Age,Gender,Location,Tenure,ContractType,CustomerSince,MonthlyUsageHours,NumTransactions,LoginsPerMonth,CallMinutes,DataUsageGB,MonthlyCharges,TotalCharges,Revenue,DiscountsReceived,SupportCallsCount,ComplaintsCount,SatisfactionScore,ServiceOutagesReported,CLV,Churn
CUST-3798,52,Female,Suburban,4,Month-to-Month,2026-05-03,46.8,1,15,175.6,69.5,58.24,232.35,232.35,22.96,1,1,4,0,1006.39,1
CUST-3799,39,Male,Urban,9,One-Year,2025-12-02,61.2,6,11,371.0,26.4,141.48,1230.71,1230.71,22.9,3,2,2,0,1086.57,1
CUST-3800,60,Female,Urban,72,Month-to-Month,2020-09-04,68.3,8,19,562.5,59.8,93.76,7008.41,7008.41,47.8,3,0,4,0,1800.19,0
CUST-3801,32,Male,Urban,72,Two-Year,2020-09-04,71.4,8,17,415.1,14.3,50.87,3818.01,3818.01,28.74,2,0,4,1,976.7,0
CUST-3802,39,Male,Urban,35,Two-Year,2023-10-03,115.0,7,15,683.2,13.7,124.2,4228.08,4228.08,21.2,1,1,4,0,2146.18,0
CUST-3803,54,Female,Urban,72,Month-to-Month,2020-09-04,77.4,3,22,548.4,95.1,87.61,6025.52,6025.52,55.4,2,0,3,0,1261.58,1
CUST-3804,69,Male,Suburban,34,Month-to-Month,2023-11-03,45.3,2,16,304.2,31.0,102.81,3644.81,3644.81,22.55,2,1,3,2,1332.42,1
CUST-3805,59,Female,Suburban,2,One-Year,2026-07-03,127.9,7,19,454.8,51.1,129.68,254.48,254.48,85.36,4,0,3,0,1867.39,0
CUST-3806,29,Male,Urban,72,Two-Year,2020-09-04,92.9,7,15,304.5,22.5,63.94,4460.03,4460.03,12.8,3,0,3,0,920.74,0
CUST-3807,64,Female,Rural,4,Two-Year,2026-05-03,97.6,5,16,435.6,17.5,94.08,392.1,392.1,1.2,5,0,1,0,451.58,1
CUST-3808,66,Male,Urban,38,Month-to-Month,2023-07-04,104.5,8,20,481.8,98.4,46.21,1823.17,1823.17,5.65,1,0,4,0,887.23,0
CUST-3809,59,Female,Rural,10,Month-to-Month,2025-11-01,48.0,7,23,570.9,102.7,67.38,643.69,643.69,59.86,2,0,3,0,970.27,0
CUST-3810,55,Male,Suburban,17,One-Year,2025-04-03,84.8,6,16,487.5,117.6,58.6,967.08,967.08,91.23,0,1,4,0,1012.61,0
CUST-3811,35,Male,Suburban,35,One-Year,2023-10-03,109.6,8,21,237.2,125.3,117.87,4254.4,4254.4,2.73,4,2,2,3,905.24,1
CUST-3812,62,Female,Urban,19,Month-to-Month,2025-02-01,65.8,5,12,96.4,34.4,59.45,1103.25,1103.25,83.78,2,0,3,0,856.08,0
CUST-3813,52,Male,Urban,10,Month-to-Month,2025-11-01,94.2,7,14,543.8,107.6,128.54,1307.05,1307.05,100.69,2,0,3,0,1850.98,1
CUST-3814,47,Female,Urban,14,One-Year,2025-07-03,101.3,6,15,71.0,27.6,116.67,1558.25,1558.25,49.13,1,0,4,0,2240.06,0
CUST-3815,41,Female,Suburban,14,Month-to-Month,2025-07-03,41.2,3,12,479.6,3.5,115.71,1675.28,1675.28,50.11,1,0,4,0,2221.63,0
CUST-3816,59,Male,Urban,72,Two-Year,2020-09-04,54.0,6,10,279.7,76.0,51.65,3689.88,3689.88,0.05,2,1,3,0,669.38,0
CUST-3817,47,Male,Suburban,53,Month-to-Month,2022-04-04,16.5,5,15,443.3,14.4,87.66,4632.07,4632.07,8.82,0,0,4,0,1683.07,0
CUST-3818,31,Female,Urban,21,One-Year,2024-12-02,91.8,4,17,420.2,39.0,108.95,2358.48,2358.48,8.46,2,0,4,0,2091.84,0
CUST-3819,23,Female,Suburban,8,One-Year,2026-01-01,141.5,4,12,502.0,11.6,63.86,508.54,508.54,30.49,2,2,3,1,735.67,1
CUST-3820,20,Female,Urban,55,Month-to-Month,2022-02-02,64.2,4,20,448.1,32.3,59.75,3156.15,3156.15,37.44,1,0,4,0,1147.2,0
CUST-3821,33,Female,Urban,6,One-Year,2026-03-03,79.2,4,14,568.6,140.5,128.64,772.18,772.18,81.18,3,0,2,0,1234.94,1
CUST-3822,24,Female,Urban,8,One-Year,2026-01-01,115.4,5,24,492.7,61.7,74.66,594.7,594.7,23.43,2,0,3,1,1075.1,0
CUST-3823,69,Male,Urban,15,Two-Year,2025-06-02,93.0,0,24,647.4,10.4,55.18,823.56,823.56,24.33,2,0,3,1,794.59,1
CUST-3824,31,Female,Urban,70,Month-to-Month,2020-11-03,55.8,5,27,357.7,84.0,102.34,6943.69,6943.69,1.95,1,1,3,1,1326.33,0
CUST-3825,26,Female,Suburban,5,One-Year,2026-04-02,130.8,9,20,251.9,122.4,114.7,554.23,554.23,208.8,0,0,5,0,2752.8,0
CUST-3826,32,Male,Urban,5,One-Year,2026-04-02,90.9,5,16,494.0,11.8,116.11,596.68,596.68,101.9,2,0,3,1,1671.98,1
CUST-3827,38,Male,Urban,23,Month-to-Month,2024-10-02,78.0,4,15,429.9,88.6,43.0,1000.79,1000.79,2.61,3,1,2,1,371.52,1
CUST-3828,52,Male,Suburban,11,Two-Year,2025-10-02,80.5,4,22,513.9,51.8,52.83,552.44,552.44,28.55,0,1,3,0,684.68,0
CUST-3829,19,Male,Urban,28,Month-to-Month,2024-05-03,102.7,9,15,435.7,60.3,123.42,3571.63,3571.63,14.96,6,0,2,0,1184.83,1
CUST-3830,44,Female,Rural,20,Month-to-Month,2025-01-01,66.6,6,19,631.8,181.8,113.44,2182.9,2182.9,19.57,0,4,2,0,653.41,1
CUST-3831,19,Male,Rural,19,Month-to-Month,2025-02-01,132.1,1,15,531.8,2.4,118.06,2296.46,2296.46,36.91,0,1,4,1,2040.08,1
CUST-3832,52,Male,Urban,4,Month-to-Month,2026-05-03,122.8,7,19,228.5,66.2,86.51,332.06,332.06,19.05,0,0,4,0,1660.99,0
CUST-3833,35,Male,Urban,5,Two-Year,2026-04-02,85.3,4,16,374.2,5.5,78.66,411.84,411.84,23.95,3,1,2,0,679.62,1
CUST-3834,31,Female,Urban,57,One-Year,2021-12-04,86.8,6,20,476.3,101.3,83.62,4957.24,4957.24,11.16,3,2,2,0,642.2,1
CUST-3835,37,Female,Suburban,72,Month-to-Month,2020-09-04,59.6,5,15,374.5,147.2,126.57,8824.17,8824.17,3.01,1,1,3,1,1640.35,1
CUST-3836,35,Male,Suburban,9,One-Year,2025-12-02,65.9,6,13,336.6,5.9,93.76,802.36,802.36,49.25,2,1,3,1,1215.13,1
CUST-3837,27,Male,Suburban,4,Month-to-Month,2026-05-03,50.9,4,19,677.6,2.0,70.46,269.43,269.43,16.64,1,0,3,1,1014.62,0
CUST-3838,42,Female,Suburban,2,One-Year,2026-07-03,78.9,3,18,583.6,202.5,76.95,158.65,158.65,76.19,1,1,3,0,997.27,0
CUST-3839,19,Female,Urban,31,Month-to-Month,2024-02-02,86.9,8,24,314.7,169.7,50.73,1506.07,1506.07,101.5,2,2,2,0,389.61,1
CUST-3840,42,Male,Suburban,42,Month-to-Month,2023-03-05,37.3,7,13,609.1,167.3,60.6,2615.99,2615.99,3.24,1,1,4,0,1047.17,0
CUST-3841,71,Male,Suburban,16,Month-to-Month,2025-05-03,105.7,9,16,591.4,182.5,64.78,1069.63,1069.63,40.36,1,2,2,0,497.51,0
CUST-3842,50,Male,Suburban,38,One-Year,2023-07-04,58.9,10,20,554.7,45.1,97.24,3623.77,3623.77,60.04,0,3,3,0,980.18,0
CUST-3843,53,Male,Rural,41,Month-to-Month,2023-04-04,97.4,2,12,173.9,244.9,149.04,6254.31,6254.31,36.45,3,0,2,0,1430.78,1
CUST-3844,48,Female,Suburban,72,Month-to-Month,2020-09-04,109.2,8,13,477.0,144.9,99.27,7376.38,7376.38,13.95,0,1,4,0,1715.39,0
CUST-3845,31,Female,Urban,3,Month-to-Month,2026-06-02,124.2,4,11,271.6,6.7,73.64,227.12,227.12,11.72,1,0,4,1,1413.89,1
CUST-3846,18,Female,Urban,8,Month-to-Month,2026-01-01,117.9,10,20,413.2,108.9,56.53,438.29,438.29,21.71,1,0,4,0,1085.38,1
CUST-3847,63,Female,Urban,3,Two-Year,2026-06-02,134.7,5,17,652.3,81.0,140.77,420.17,420.17,10.49,2,2,2,0,1081.11,0
CUST-3848,33,Male,Urban,67,Month-to-Month,2021-02-03,109.5,4,18,377.8,9.4,110.95,7112.7,7112.7,79.13,2,0,4,1,2130.24,0
CUST-3849,71,Female,Rural,52,Two-Year,2022-05-05,90.0,6,18,421.1,87.0,86.0,4483.32,4483.32,1.76,2,2,3,0,990.72,0
CUST-3850,63,Female,Urban,29,Month-to-Month,2024-04-03,70.8,7,18,195.0,43.1,42.63,1229.14,1229.14,4.18,2,1,3,0,552.48,1
CUST-3851,69,Male,Suburban,3,One-Year,2026-06-02,81.4,7,23,474.2,125.0,141.05,440.19,440.19,32.64,2,1,3,0,1828.01,1
CUST-3852,20,Male,Urban,11,Month-to-Month,2025-10-02,133.9,7,21,701.7,111.0,61.16,640.34,640.34,37.59,4,2,1,1,234.85,1
CUST-3853,52,Female,Urban,12,Two-Year,2025-09-02,79.1,11,15,823.2,185.4,130.26,1567.85,1567.85,46.62,2,0,4,1,2500.99,0
CUST-3854,58,Male,Rural,28,Month-to-Month,2024-05-03,84.8,3,21,614.4,5.1,64.82,1857.12,1857.12,11.28,0,0,4,0,1244.54,0
CUST-3855,23,Male,Rural,10,One-Year,2025-11-01,129.3,3,16,373.8,80.5,135.93,1354.4,1354.4,12.21,3,0,3,2,1957.39,1
CUST-3856,42,Female,Urban,3,Two-Year,2026-06-02,78.0,3,19,534.2,30.8,97.11,283.7,283.7,18.68,2,1,2,1,839.03,0
CUST-3857,30,Female,Urban,44,Two-Year,2023-01-03,61.2,0,17,365.8,97.2,65.74,2924.33,2924.33,9.35,5,1,2,0,567.99,0
CUST-3858,70,Male,Urban,12,Month-to-Month,2025-09-02,119.0,7,25,478.8,60.0,35.45,446.12,446.12,16.58,5,1,2,0,306.29,1
CUST-3859,51,Female,Urban,20,Two-Year,2025-01-01,60.2,10,15,543.2,44.5,56.09,1070.31,1070.31,41.78,0,0,5,2,1346.16,0
CUST-3860,25,Male,Urban,5,One-Year,2026-04-02,97.1,8,21,202.0,2.0,67.31,326.32,326.32,24.16,4,1,2,0,581.56,0
CUST-3861,38,Female,Urban,54,Month-to-Month,2022-03-05,91.9,3,21,587.7,60.7,115.57,6234.92,6234.92,118.98,1,1,2,0,998.52,1
CUST-3862,51,Female,Rural,28,Month-to-Month,2024-05-03,94.5,5,25,526.8,35.4,55.17,1559.84,1559.84,30.33,3,0,3,1,794.45,1
CUST-3863,21,Female,Suburban,72,Month-to-Month,2020-09-04,12.4,9,23,315.5,26.3,59.01,4301.47,4301.47,13.94,2,0,5,1,1416.24,0
CUST-3864,42,Male,Rural,23,Month-to-Month,2024-10-02,108.4,6,20,91.0,291.8,118.81,2612.45,2612.45,7.02,2,1,3,0,1539.78,0
CUST-3865,32,Female,Suburban,72,One-Year,2020-09-04,83.2,6,19,486.9,78.3,41.69,2888.49,2888.49,8.69,1,0,4,0,800.45,0
CUST-3866,21,Female,Urban,72,One-Year,2020-09-04,103.5,7,17,576.3,50.5,120.93,9094.14,9094.14,0.57,2,0,4,0,2321.86,0
CUST-3867,62,Male,Rural,29,Month-to-Month,2024-04-03,100.0,5,13,390.6,132.0,53.85,1495.33,1495.33,20.43,2,1,2,0,465.26,1
CUST-3868,29,Male,Urban,72,Two-Year,2020-09-04,94.5,4,23,391.6,16.7,112.27,8018.05,8018.05,112.67,0,0,4,1,2155.58,0
CUST-3869,49,Male,Rural,13,Month-to-Month,2025-08-02,73.1,9,19,551.0,62.9,65.25,854.8,854.8,52.57,1,2,3,0,751.68,1
CUST-3870,49,Male,Urban,15,Two-Year,2025-06-02,73.4,10,14,335.2,128.2,97.13,1429.87,1429.87,12.52,1,1,4,0,1678.41,0
CUST-3871,45,Female,Urban,2,Two-Year,2026-07-03,83.4,1,27,573.5,8.6,73.48,143.37,143.37,56.12,1,2,2,2,564.33,1
CUST-3872,30,Male,Rural,30,Two-Year,2024-03-03,90.1,7,11,400.3,17.5,56.75,1666.78,1666.78,93.97,0,1,3,0,735.48,0
CUST-3873,48,Male,Suburban,43,One-Year,2023-02-02,72.3,7,20,491.0,5.6,55.25,2324.1,2324.1,39.09,4,0,2,3,530.4,1
CUST-3874,31,Female,Rural,49,Month-to-Month,2022-08-04,113.3,9,15,510.6,317.5,181.77,8799.31,8799.31,25.1,0,1,3,1,2355.74,1
CUST-3875,37,Male,Rural,6,Month-to-Month,2026-03-03,75.2,5,13,731.2,56.5,68.61,395.86,395.86,5.11,1,2,3,0,790.39,1
CUST-3876,35,Female,Urban,20,Month-to-Month,2025-01-01,55.6,8,25,499.4,43.7,52.61,1089.4,1089.4,2.91,1,0,3,1,757.58,0
CUST-3877,46,Male,Urban,7,Month-to-Month,2026-02-01,102.9,4,12,286.8,26.9,57.83,415.31,415.31,8.65,1,2,3,1,666.2,1
CUST-3878,23,Female,Urban,36,One-Year,2023-09-03,141.4,2,26,354.3,38.8,110.77,3801.93,3801.93,38.1,3,0,4,1,2126.78,0
CUST-3879,49,Female,Suburban,6,Month-to-Month,2026-03-03,50.0,7,18,353.8,97.2,75.1,462.37,462.37,5.88,1,2,4,0,1153.54,1
CUST-3880,46,Female,Suburban,72,Two-Year,2020-09-04,81.2,4,18,543.1,161.6,68.97,5128.75,5128.75,26.66,3,1,3,0,893.85,0
CUST-3881,60,Male,Urban,9,Two-Year,2025-12-02,116.9,7,26,439.4,7.2,73.75,691.76,691.76,20.08,0,1,4,0,1274.4,0
CUST-3882,19,Female,Suburban,12,Month-to-Month,2025-09-02,102.1,6,17,448.3,23.1,41.99,509.57,509.57,34.66,1,0,3,0,604.66,0
CUST-3883,40,Male,Suburban,63,Month-to-Month,2021-06-04,103.6,7,22,664.0,13.6,72.89,4754.09,4754.09,1.87,2,0,3,0,1049.62,0
CUST-3884,36,Male,Urban,21,Month-to-Month,2024-12-02,85.9,8,24,608.1,37.2,129.73,2794.92,2794.92,137.28,3,0,3,0,1868.11,1
CUST-3885,48,Male,Suburban,1,Two-Year,2026-08-02,5.3,5,20,398.4,49.1,75.26,71.69,71.69,40.98,3,2,1,0,289.0,0
CUST-3886,68,Female,Suburban,23,One-Year,2024-10-02,92.7,5,20,760.2,83.0,96.58,2290.43,2290.43,44.77,1,1,3,0,1251.68,0
CUST-3887,22,Male,Rural,3,Month-to-Month,2026-06-02,96.2,9,22,856.1,135.5,136.08,411.55,411.55,0.57,1,1,3,0,1763.6,1
CUST-3888,36,Female,Urban,72,Month-to-Month,2020-09-04,118.8,3,17,298.1,50.8,91.95,6720.07,6720.07,2.9,3,0,4,0,1765.44,0
CUST-3889,51,Male,Urban,30,Month-to-Month,2024-03-03,62.5,3,17,354.1,43.6,36.99,1152.42,1152.42,40.75,5,0,3,0,532.66,1
CUST-3890,27,Male,Urban,10,Two-Year,2025-11-01,135.5,6,23,255.4,55.7,58.07,552.27,552.27,4.06,2,0,4,0,1114.94,0
CUST-3891,42,Female,Urban,28,Month-to-Month,2024-05-03,75.7,5,23,703.7,142.5,149.22,4014.33,4014.33,79.0,4,0,2,1,1432.51,1
CUST-3892,19,Male,Rural,3,Month-to-Month,2026-06-02,70.5,9,13,296.1,68.0,127.45,385.17,385.17,34.0,1,2,3,1,1468.22,1
CUST-3893,28,Female,Urban,53,Two-Year,2022-04-04,63.4,6,14,359.9,100.6,127.57,6700.12,6700.12,2.58,2,0,3,0,1837.01,0
CUST-3894,67,Male,Suburban,72,Two-Year,2020-09-04,116.4,8,25,881.0,82.6,100.35,7165.98,7165.98,33.28,4,0,3,1,1445.04,0
CUST-3895,48,Female,Urban,69,Two-Year,2020-12-04,52.1,6,16,621.5,167.1,90.69,6140.1,6140.1,56.81,0,0,4,0,1741.25,0
CUST-3896,32,Female,Urban,14,Month-to-Month,2025-07-03,104.0,4,14,402.6,110.4,121.41,1753.88,1753.88,56.49,0,0,4,0,2331.07,0
CUST-3897,26,Male,Urban,13,One-Year,2025-08-02,60.8,5,22,444.5,27.1,105.35,1315.26,1315.26,17.95,2,3,1,1,353.98,0
CUST-3898,40,Male,Suburban,2,One-Year,2026-07-03,83.7,5,19,131.4,125.2,117.7,236.18,236.18,21.57,3,2,2,0,903.94,1
CUST-3899,36,Female,Suburban,35,Month-to-Month,2023-10-03,39.3,8,15,438.4,41.0,89.07,3104.42,3104.42,46.63,3,0,4,0,1710.14,0
CUST-3900,26,Female,Urban,26,One-Year,2024-07-03,108.6,7,10,491.5,122.1,73.15,1911.66,1911.66,72.54,0,5,1,1,175.56,1
CUST-3901,52,Male,Rural,21,Month-to-Month,2024-12-02,80.5,6,20,256.5,153.5,98.1,1967.51,1967.51,55.22,4,1,2,2,847.58,1
CUST-3902,38,Male,Urban,72,Month-to-Month,2020-09-04,101.7,6,14,490.5,75.1,95.16,6970.57,6970.57,31.73,1,3,2,0,639.48,1
CUST-3903,26,Female,Urban,7,Two-Year,2026-02-01,79.6,7,21,819.4,82.5,62.21,414.29,414.29,45.17,2,0,3,0,895.82,0
CUST-3904,45,Female,Urban,1,Month-to-Month,2026-08-02,100.8,7,14,714.8,9.9,52.94,53.09,53.09,36.98,2,0,3,0,762.34,0
CUST-3905,63,Male,Urban,3,Two-Year,2026-06-02,83.6,4,19,734.0,25.4,119.88,351.21,351.21,30.13,2,0,3,1,1726.27,0
CUST-3906,68,Male,Rural,9,Month-to-Month,2025-12-02,107.2,6,18,397.0,53.0,69.73,615.84,615.84,88.27,1,1,4,1,1204.93,0
CUST-3907,24,Male,Urban,2,Month-to-Month,2026-07-03,101.0,9,20,380.0,2.0,137.27,281.09,281.09,36.53,1,0,4,0,2635.58,0
CUST-3908,33,Female,Urban,23,One-Year,2024-10-02,90.9,11,18,555.3,122.1,93.51,2255.23,2255.23,16.84,1,2,3,1,1077.24,0
CUST-3909,33,Male,Urban,13,One-Year,2025-08-02,58.0,7,14,353.4,30.0,99.5,1290.31,1290.31,128.22,2,0,3,0,1432.8,0
CUST-3910,50,Female,Suburban,7,Month-to-Month,2026-02-01,71.9,9,20,577.6,83.5,95.48,679.69,679.69,104.64,4,1,2,0,824.95,1
CUST-3911,21,Male,Urban,46,Two-Year,2022-11-03,61.8,6,24,625.1,95.3,96.01,4305.37,4305.37,53.08,0,0,4,1,1843.39,0
CUST-3912,21,Male,Suburban,8,Month-to-Month,2026-01-01,127.9,3,17,844.5,51.6,135.09,1086.56,1086.56,1.17,1,1,3,0,1750.77,1
CUST-3913,56,Female,Urban,39,Two-Year,2023-06-04,108.4,3,26,213.6,101.5,50.92,1906.44,1906.44,45.64,1,1,3,0,659.92,0
CUST-3914,57,Female,Urban,15,Month-to-Month,2025-06-02,86.1,6,23,639.6,74.6,75.94,1179.0,1179.0,1.06,1,0,3,0,1093.54,1
CUST-3915,34,Female,Suburban,24,Two-Year,2024-09-02,68.1,2,6,363.7,29.0,62.24,1487.15,1487.15,2.68,0,0,4,0,1195.01,0
CUST-3916,54,Male,Urban,72,Month-to-Month,2020-09-04,61.3,5,20,723.4,110.1,79.0,5609.2,5609.2,15.21,3,0,3,1,1137.6,0
CUST-3917,56,Female,Rural,2,Two-Year,2026-07-03,88.7,5,14,516.3,65.7,139.8,279.97,279.97,13.3,0,1,4,0,2415.74,0
CUST-3918,69,Female,Urban,23,One-Year,2024-10-02,140.3,8,19,476.8,11.3,34.74,832.02,832.02,29.04,1,1,3,0,450.23,0
CUST-3919,46,Female,Suburban,64,Month-to-Month,2021-05-05,85.2,8,16,622.7,96.3,72.04,4738.02,4738.02,9.78,1,1,3,0,933.64,0
CUST-3920,69,Male,Urban,30,Two-Year,2024-03-03,121.1,4,20,627.0,73.3,120.83,3499.02,3499.02,7.77,5,0,3,0,1739.95,0
CUST-3921,53,Male,Suburban,11,Month-to-Month,2025-10-02,93.3,5,17,384.0,21.8,55.72,629.35,629.35,38.44,0,1,4,0,962.84,0
CUST-3922,55,Male,Urban,17,Month-to-Month,2025-04-03,101.9,6,20,469.5,119.9,138.8,2334.32,2334.32,20.51,2,2,2,0,1065.98,1
CUST-3923,56,Female,Urban,38,One-Year,2023-07-04,70.7,7,12,343.5,30.4,67.51,2538.45,2538.45,1.9,4,1,2,1,583.29,0
CUST-3924,67,Male,Urban,72,Month-to-Month,2020-09-04,79.1,1,19,477.9,52.3,45.86,3387.05,3387.05,20.44,1,1,2,1,396.23,0
CUST-3925,54,Female,Urban,2,Month-to-Month,2026-07-03,60.1,5,21,620.1,27.3,88.81,176.9,176.9,49.76,2,1,3,0,1150.98,0
CUST-3926,69,Female,Urban,3,Month-to-Month,2026-06-02,94.1,8,19,729.0,83.8,96.37,276.75,276.75,2.41,3,1,2,1,832.64,1
CUST-3927,52,Female,Urban,13,Two-Year,2025-08-02,77.7,7,16,121.2,56.6,37.99,481.36,481.36,86.61,2,0,4,1,729.41,0
CUST-3928,24,Female,Suburban,9,Month-to-Month,2025-12-02,95.8,6,16,657.6,41.3,113.76,1064.24,1064.24,22.65,1,1,3,0,1474.33,1
CUST-3929,44,Male,Suburban,11,Month-to-Month,2025-10-02,55.4,6,19,587.4,2.0,41.6,461.81,461.81,25.11,3,0,3,0,599.04,0
CUST-3930,45,Male,Suburban,9,One-Year,2025-12-02,98.7,3,19,239.2,60.7,58.66,547.06,547.06,12.46,0,2,2,0,450.51,0
CUST-3931,39,Male,Suburban,8,Two-Year,2026-01-01,90.1,9,23,165.5,63.3,99.18,777.98,777.98,36.44,4,1,2,0,856.92,1
CUST-3932,31,Female,Urban,5,Two-Year,2026-04-02,89.1,7,17,454.0,13.0,129.39,659.17,659.17,0.76,2,2,1,0,496.86,1
CUST-3933,24,Male,Urban,72,One-Year,2020-09-04,96.7,2,25,437.2,26.3,31.31,2318.63,2318.63,46.95,2,0,4,0,601.15,0
CUST-3934,54,Female,Urban,6,One-Year,2026-03-03,77.9,8,16,460.9,137.2,140.19,814.47,814.47,3.66,1,1,3,0,1816.86,1
CUST-3935,39,Male,Suburban,8,Month-to-Month,2026-01-01,199.2,4,17,726.5,51.8,119.49,910.35,910.35,20.58,2,1,2,1,1032.39,1
CUST-3936,22,Male,Urban,10,Month-to-Month,2025-11-01,99.1,6,21,178.6,37.1,49.16,498.21,498.21,5.57,2,1,2,1,424.74,1
CUST-3937,19,Male,Urban,72,One-Year,2020-09-04,88.2,4,21,249.2,178.6,94.7,6870.82,6870.82,6.5,3,1,3,0,1227.31,1
CUST-3938,44,Female,Suburban,47,Two-Year,2022-10-04,107.3,8,21,204.3,108.6,145.48,6522.92,6522.92,21.86,2,0,4,0,2793.22,0
CUST-3939,38,Female,Urban,52,One-Year,2022-05-05,69.4,5,14,660.6,6.7,42.83,2207.29,2207.29,2.36,2,0,3,0,616.75,0
CUST-3940,71,Male,Rural,4,Month-to-Month,2026-05-03,68.4,2,15,577.3,127.3,56.9,229.04,229.04,5.68,2,1,3,0,737.42,0
CUST-3941,55,Female,Rural,60,Month-to-Month,2021-09-03,109.0,6,11,479.5,10.5,111.13,6475.82,6475.82,27.46,0,0,4,1,2133.7,0
CUST-3942,32,Male,Urban,18,One-Year,2025-03-03,111.7,8,10,358.0,12.5,81.03,1399.69,1399.69,41.68,2,1,3,1,1050.15,0
CUST-3943,38,Female,Urban,11,One-Year,2025-10-02,120.8,6,25,413.9,5.1,58.44,662.21,662.21,15.59,1,2,3,0,673.23,0
CUST-3944,27,Female,Urban,29,One-Year,2024-04-03,42.2,1,14,381.7,42.7,51.17,1547.0,1547.0,70.31,3,2,2,0,392.99,1
CUST-3945,40,Male,Suburban,57,One-Year,2021-12-04,81.2,3,12,562.8,67.3,118.14,6698.62,6698.62,6.14,1,1,3,0,1531.09,0
CUST-3946,56,Female,Urban,50,Month-to-Month,2022-07-04,94.9,4,15,795.5,91.1,89.21,4297.23,4297.23,28.78,1,1,3,1,1156.16,0
CUST-3947,22,Male,Suburban,72,Two-Year,2020-09-04,106.6,5,18,253.0,2.0,52.83,3773.82,3773.82,3.27,0,1,4,1,912.9,0
CUST-3948,18,Female,Suburban,72,One-Year,2020-09-04,100.8,13,14,373.2,12.7,135.4,9533.47,9533.47,6.41,4,1,3,1,1754.78,0
CUST-3949,30,Male,Urban,9,Month-to-Month,2025-12-02,59.5,6,15,408.9,63.1,98.99,890.06,890.06,83.8,2,1,4,0,1710.55,0
CUST-3950,38,Female,Urban,19,Month-to-Month,2025-02-01,100.4,11,22,20.0,48.5,72.89,1316.91,1316.91,172.65,0,1,4,2,1259.54,0
CUST-3951,43,Male,Suburban,1,Two-Year,2026-08-02,94.6,9,22,608.1,3.4,108.27,112.24,112.24,209.23,4,1,2,0,935.45,1
CUST-3952,67,Female,Urban,70,Two-Year,2020-11-03,94.6,7,23,464.8,178.1,108.8,7279.45,7279.45,56.41,0,1,4,0,1880.06,0
CUST-3953,62,Female,Suburban,6,Month-to-Month,2026-03-03,52.1,1,16,521.4,92.4,39.94,237.96,237.96,7.79,1,0,3,0,575.14,0
CUST-3954,38,Female,Urban,65,Month-to-Month,2021-04-04,57.0,8,16,344.0,28.9,126.01,8322.63,8322.63,11.79,2,0,3,2,1814.54,1
CUST-3955,70,Female,Suburban,14,Month-to-Month,2025-07-03,139.4,5,23,521.8,50.0,40.13,570.31,570.31,3.26,0,2,3,1,462.3,1
CUST-3956,35,Female,Rural,16,Month-to-Month,2025-05-03,114.6,2,12,424.5,30.5,143.35,2247.32,2247.32,1.94,3,0,3,0,2064.24,1
CUST-3957,54,Male,Rural,2,One-Year,2026-07-03,83.1,5,19,462.9,39.5,71.14,142.27,142.27,46.17,2,0,4,0,1365.89,0
CUST-3958,62,Male,Urban,13,One-Year,2025-08-02,83.6,10,16,648.2,58.9,94.2,1224.22,1224.22,27.21,5,2,2,0,723.46,1
CUST-3959,49,Male,Urban,72,One-Year,2020-09-04,151.7,7,18,516.2,33.0,144.9,10048.1,10048.1,37.82,3,2,2,1,1112.83,1
CUST-3960,53,Female,Suburban,1,One-Year,2026-08-02,86.4,7,18,180.9,63.0,65.41,64.58,64.58,30.37,1,1,3,0,847.71,0
CUST-3961,34,Male,Urban,18,Month-to-Month,2025-03-03,81.5,6,14,434.0,40.7,84.31,1459.8,1459.8,0.42,0,2,3,0,971.25,1
CUST-3962,52,Female,Urban,2,Month-to-Month,2026-07-03,61.2,8,17,665.7,69.6,122.25,233.67,233.67,13.49,3,0,4,1,2347.2,1
CUST-3963,66,Female,Rural,16,Month-to-Month,2025-05-03,78.0,4,12,414.4,19.8,81.67,1248.66,1248.66,41.13,2,2,2,1,627.23,1
CUST-3964,28,Male,Urban,7,Month-to-Month,2026-02-01,34.5,6,24,586.5,12.2,65.22,453.57,453.57,69.11,6,2,1,1,250.44,1
CUST-3965,38,Male,Urban,10,Month-to-Month,2025-11-01,100.6,2,15,727.6,2.0,39.17,400.69,400.69,5.87,2,0,2,0,376.03,1
CUST-3966,69,Male,Urban,69,One-Year,2020-12-04,122.8,4,28,608.1,59.9,92.98,6726.49,6726.49,4.39,2,0,4,1,1785.22,0
CUST-3967,70,Male,Suburban,19,One-Year,2025-02-01,123.1,5,20,541.7,256.9,126.98,2429.8,2429.8,111.7,1,0,3,0,1828.51,0
CUST-3968,43,Male,Suburban,11,One-Year,2025-10-02,63.9,7,17,489.4,35.5,57.09,615.39,615.39,119.66,1,2,3,0,657.68,1
CUST-3969,21,Male,Urban,30,One-Year,2024-03-03,16.2,3,17,409.9,15.5,65.73,1914.14,1914.14,48.53,4,1,2,1,567.91,1
CUST-3970,51,Female,Urban,6,One-Year,2026-03-03,95.2,9,13,431.6,2.0,59.64,364.81,364.81,2.14,3,0,3,0,858.82,1
